Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction
Consultant,"Noida, Uttar Pradesh",Full Time,IT Support Department,3 Jul 2023,3.0,1.0,1.0,1.0,4.0,3.0,1.0
Senior Manager,Mumbai,Full Time,Banking Operations Department,3 Jul 2023,1.0,1.0,4.0,1.0,1.0,1.0,2.0
Senior Consultant C1,Mumbai,Full Time,IT Infrastructure Services Department,2 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cybersecurity Manager,Chennai,Full Time,IT Network Department,5 Jul 2023,3.0,1.0,4.0,3.0,4.0,1.0,1.0
Associate Consultant,"Bangalore Rural, Karnataka",Full Time,IT Infrastructure Services Department,2 Jul 2023,3.0,1.0,1.0,2.0,4.0,1.0,1.0
Associate Consultant,Hyderabad/Secunderabad,Full Time,General Insurance Department,2 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Process Lead,"Chennai, Tamil Nadu",Full Time,Business Intelligence & Analytics Department,0 Jul 2023,4.0,5.0,5.0,4.0,5.0,5.0,3.0
Director,Bengaluru/Bangalore,Full Time,Top Management Department,0 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Consultant,"Mumbai, Maharashtra",Full Time,Software Development Department,0 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,2.0
Process Associate,"Chennai, Tamil Nadu",Full Time,Finance Department,0 Jul 2023,1.0,1.0,1.0,2.0,1.0,2.0,1.0
Associate Consultant,Navi Mumbai,Full Time,Business Intelligence & Analytics Department,9 Jul 2023,2.0,2.0,3.0,2.0,3.0,2.0,2.0
Process Associate,"Kolkata, West Bengal",Full Time,Non Voice Department,9 Jul 2023,2.0,3.0,4.0,4.0,2.0,4.0,1.0
Senior Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,9 Jul 2023,3.0,2.0,2.0,3.0,2.0,1.0,2.0
Process Associate,Bengaluru/Bangalore,Full Time,Banking Operations Department,9 Jul 2023,5.0,5.0,5.0,4.0,4.0,5.0,4.0
Senior Associate FP,"Kolkata, West Bengal",Full Time,Finance Department,9 Jul 2023,3.0,4.0,4.0,3.0,4.0,2.0,2.0
Process Lead,"Kolkata, West Bengal",Full Time,Accounting & Taxation Department,8 Jul 2023,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Senior Software Engineer,"Noida, Uttar Pradesh",Full Time,Other Department,8 Jul 2023,4.0,4.0,4.0,3.0,4.0,5.0,3.0
Senior Software Engineer,Hyderabad/Secunderabad,Full Time,"Trading, Asset & Wealth Management Department",7 Jul 2023,5.0,4.0,5.0,4.0,4.0,5.0,4.0
Process Associate Operations Analyst,"Noida, Uttar Pradesh",Full Time,Finance Department,7 Jul 2023,1.0,1.0,1.0,1.0,3.0,1.0,1.0
Software Engineer,Bengaluru/Bangalore,Full Time,Software Development Department,7 Jul 2023,3.0,5.0,4.0,3.0,3.0,3.0,3.0
Senior Process Associate,Pune,Full Time,Other Department,6 Jul 2023,2.0,2.0,3.0,1.0,5.0,3.0,1.0
Senior Consultant C1,"Mumbai Suburban, Maharashtra",Full Time,"Trading, Asset & Wealth Management Department",6 Jul 2023,1.0,1.0,1.0,1.0,2.0,2.0,1.0
SME: Technical Manager,"Mumbai, Maharashtra",Full Time,IT Security Department,6 Jul 2023,4.0,3.0,4.0,3.0,3.0,3.0,1.0
Associate Engineer 2 (Technical Writer),"Bengaluru/Bangalore, Karnataka",Full Time,Other Department,5 Jul 2023,1.0,3.0,5.0,1.0,2.0,1.0,1.0
Lead Business Analyst,"Pune, Maharashtra",Full Time,Banking Operations Department,4 Jul 2023,4.0,4.0,5.0,3.0,5.0,4.0,2.0
System Analyst,"Bengaluru/Bangalore, Karnataka",Full Time,IT Consulting Department,4 Jul 2023,2.0,3.0,4.0,1.0,4.0,1.0,1.0
Performance Test Consultant,Pune,Full Time,Financial Services Department,6 Aug 2023,4.0,5.0,4.0,3.0,5.0,4.0,2.0
Software Associates,Bengaluru/Bangalore,Full Time,IT Network Department,4 Jul 2023,5.0,3.0,3.0,2.0,4.0,5.0,3.0
Fullstack Software Developer,Navi Mumbai,Full Time,Software Development Department,3 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Manager,Bengaluru/Bangalore,Full Time,Quality Assurance and Testing Department,3 Jul 2023,3.0,1.0,2.0,2.0,4.0,3.0,2.0
Technical Lead,"Pune, Maharashtra",Full Time,"BFSI, Investments & Trading Department",3 Jul 2023,1.0,2.0,2.0,2.0,3.0,3.0,1.0
Associate Consultant,Bengaluru/Bangalore,Full Time,Software Development Department,2 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Test Engineer 2,Hyderabad/Secunderabad,Full Time,Engineering - Hardware & Networks Department,1 Jul 2023,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Senior Consultant,Hyderabad/Secunderabad,Full Time,IT Consulting Department,1 Jul 2023,4.0,3.0,4.0,3.0,3.0,5.0,3.0
Process Associate,Chennai,Full Time,Supply chain procurement  Department,3 Aug 2023,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Senior Software Engineer-DevOps,Pune,Full Time,DevOps Department,9 Jun 2023,2.0,4.0,3.0,1.0,4.0,1.0,2.0
Qa Consultant,Pune,Full Time,IT Support Department,9 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Consultant,Navi Mumbai,Full Time,Software Development Department,9 Jun 2023,5.0,5.0,5.0,3.0,4.0,4.0,2.0
NR5G LTE Protocol Testing Engineer,"Hyderabad/Secunderabad, Telangana",Full Time,Quality Assurance and Testing Department,8 Jun 2023,3.0,3.0,2.0,2.0,2.0,2.0,1.0
Software Developer,Pune,Full Time,Finance Department,8 Jun 2023,4.0,3.0,4.0,3.0,4.0,4.0,2.0
Business Analyst,Bengaluru/Bangalore,Full Time,Business Intelligence & Analytics Department,8 Jun 2023,4.0,5.0,5.0,3.0,5.0,5.0,3.0
Process Lead O2C,"Noida, Uttar Pradesh",Full Time,Banking Operations Department,7 Jun 2023,4.0,5.0,4.0,4.0,5.0,5.0,4.0
Senior Consultant,"Kolkata, West Bengal",Full Time,Software Development Department,7 Jun 2023,4.0,4.0,3.0,3.0,3.0,4.0,3.0
Consultant,"Mumbai, Maharashtra",Full Time,IT Network Department,7 Jun 2023,2.0,4.0,2.0,1.0,4.0,2.0,1.0
Team Manager,"Gurgaon/Gurugram, Haryana",Full Time,IT Consulting Department,7 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sr. Network Engineer,"Gurgaon/Gurugram, Haryana",Full Time,IT Network Department,7 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Associate   (working remotely),,Full Time,Voice / Blended Department,7 Jun 2023,1.0,2.0,1.0,2.0,3.0,1.0,1.0
Consultant,Hyderabad/Secunderabad,Full Time,Banking Operations Department,7 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,Banking Operations Department,6 Jun 2023,3.0,4.0,5.0,4.0,4.0,3.0,3.0
Process Associate,"Noida, Uttar Pradesh",Contractual,Health Informatics Department,6 Jun 2023,4.0,4.0,3.0,3.0,5.0,4.0,3.0
Gcp Data Engineer,Pune,Full Time,IT Infrastructure Services Department,6 Jun 2023,1.0,1.0,3.0,5.0,1.0,2.0,1.0
Consultant,Pune,Full Time,Financial service  Department,6 Jun 2023,4.0,4.0,5.0,3.0,4.0,4.0,3.0
Associate Consultant,Navi Mumbai,Full Time,Service Delivery Department,5 Jun 2023,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Sap Fico Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,Finance Department,5 Jun 2023,5.0,5.0,5.0,4.0,5.0,5.0,3.0
Security Consultant   (working remotely),,Full Time,Engineering Department,5 Jun 2023,2.0,2.0,1.0,1.0,2.0,1.0,1.0
Associate Consultant,Hyderabad/Secunderabad,Full Time,Quality Assurance and Testing Department,3 Jun 2023,3.0,1.0,3.0,3.0,4.0,1.0,2.0
Consultant,Pune,Full Time,Software Development Department,3 Jun 2023,4.0,4.0,4.0,3.0,5.0,4.0,3.0
Cisco Network TAC Engineer,"Gurgaon/Gurugram, Haryana",Full Time,IT Security Department,3 Jun 2023,5.0,4.0,5.0,5.0,5.0,4.0,4.0
Validation Consultant,Bengaluru/Bangalore,Full Time,IT Support Department,3 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hr Executive   (working remotely),,Contractual,Recruitment & Talent Acquisition Department,3 Jun 2023,3.0,3.0,2.0,3.0,2.0,3.0,2.0
Consultant,"Navi Mumbai, Maharashtra",Full Time,Management Consulting Department,3 Jun 2023,2.0,2.0,2.0,3.0,3.0,4.0,2.0
Senior Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,IT Infrastructure Services Department,2 Jun 2023,4.0,4.0,5.0,3.0,4.0,4.0,2.0
Senior Analyst,Pune,Full Time,IT Security Department,2 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0
Cloud Associate Consultant,Pune,Full Time,Software Development Department,2 Jun 2023,4.0,4.0,5.0,3.0,5.0,4.0,3.0
Program Manager,Pune,Full Time,IT Consulting Department,2 Jun 2023,3.0,5.0,5.0,3.0,5.0,4.0,2.0
Senior Software Engineer,Pune,Full Time,IT Support Department,1 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,1 Jun 2023,1.0,1.0,1.0,2.0,1.0,1.0,1.0
Associate 2 Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,1 Jun 2023,3.0,1.0,2.0,1.0,3.0,2.0,2.0
Consultant,Pune,Full Time,Software Development Department,1 Jun 2023,4.0,5.0,4.0,4.0,4.0,4.0,3.0
Process Associate,"Noida, Uttar Pradesh",Contractual,Non Voice Department,1 Jun 2023,3.0,3.0,3.0,2.0,1.0,2.0,2.0
Sap Ewm Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,IT Consulting Department,6 Jul 2023,4.0,4.0,3.0,5.0,3.0,2.0,3.0
Network Consultant Team Lead,"Gurgaon/Gurugram, Haryana",Full Time,IT Consulting Department,0 Jun 2023,4.0,5.0,5.0,3.0,4.0,4.0,3.0
Project Manager,Bengaluru/Bangalore,Full Time,Back Office Department,0 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Operations Manager,Bengaluru/Bangalore,Full Time,SCM & Logistics Department,0 Jun 2023,5.0,5.0,5.0,3.0,5.0,5.0,4.0
Staffing Specialist,"Hyderabad/Secunderabad, Telangana",Full Time,Recruitment & Talent Acquisition Department,0 Jun 2023,3.0,2.0,2.0,1.0,3.0,3.0,1.0
Sap Functional Consultant,Navi Mumbai,Full Time,IT Consulting Department,9 Jun 2023,4.0,4.0,4.0,2.0,4.0,4.0,2.0
"BigData Architect, Cloud Architect, DevOps Lead",Bengaluru/Bangalore,Full Time,DevOps Department,9 Jun 2023,5.0,5.0,4.0,4.0,5.0,4.0,3.0
Senior Analyst,Pune,Full Time,Software Development Department,9 Jun 2023,5.0,5.0,5.0,3.0,4.0,5.0,5.0
Process Associate,Bengaluru/Bangalore,Full Time,Accounting & Taxation Department,7 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0
Technical Manager,Bangalore/Bengaluru,Full Time,IT Network Department,5 Aug 2023,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Finance Process Associate,"Kolkata, West Bengal",Full Time,Finance Department,5 Sep 2023,3.0,5.0,4.0,2.0,4.0,4.0,2.0
Senior Consultant,Navi Mumbai,Full Time,IT Support Department,0 Jun 2023,4.0,5.0,5.0,3.0,5.0,5.0,1.0
Senior Accounting Specialist,Kolkata,Full Time,Accounting & Taxation Department,8 Aug 2023,3.0,3.0,3.0,1.0,3.0,2.0,1.0
Team Lead,Bengaluru/Bangalore,Full Time,Finance Department,2 Aug 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Software Developer,"Mumbai, Maharashtra",Full Time,Banking Operations Department,9 Sep 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0
Quality Analyst   (working remotely),,Full Time,Banking Operations Department,8 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Software Engineer,Pune,Full Time,Software Development Department,8 Sep 2023,4.0,5.0,5.0,2.0,4.0,5.0,2.0
Associate Consultant,"Mumbai, Maharashtra",Full Time,DevOps Department,8 Sep 2023,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Associate Consultant,"Kolkata, West Bengal",Full Time,IT Infrastructure Services Department,8 Sep 2023,4.0,4.0,4.0,1.0,4.0,4.0,1.0
Cyber Security Manager,"Navi Mumbai, Maharashtra",Full Time,IT Security Department,8 Sep 2023,5.0,5.0,4.0,3.0,5.0,4.0,4.0
Associate Consultant,"Kolkata, West Bengal",Full Time,Software Development Department,8 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Analyst,Bengaluru/Bangalore,Full Time,IT Support Department,8 Sep 2023,5.0,4.0,5.0,3.0,5.0,4.0,4.0
Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,IT Consulting Department,8 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Analyst And Software Developer,"Pune, Maharashtra",Full Time,Service Delivery Department,8 Sep 2023,3.0,4.0,3.0,3.0,2.0,4.0,3.0
Associate Consultant,"Mumbai, Maharashtra",Full Time,IT Infrastructure Services Department,8 Sep 2023,5.0,4.0,5.0,3.0,5.0,5.0,4.0
BNPP - Java Developer,"Chennai, Tamil Nadu",Full Time,"Trading, Asset & Wealth Management Department",8 Sep 2023,3.0,4.0,3.0,2.0,3.0,3.0,2.0
Process Associate,Bengaluru/Bangalore,Full Time,Accounting & Taxation Department,8 Sep 2023,4.0,4.0,4.0,3.0,5.0,4.0,3.0
Senior Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,8 Sep 2023,4.0,4.0,4.0,4.0,3.0,4.0,3.0
Devops Engineer,Hyderabad/Secunderabad,Full Time,DevOps Department,8 Sep 2023,4.0,2.0,4.0,2.0,3.0,4.0,2.0
Consultant,"Mumbai, Maharashtra",Full Time,Business Process Quality Department,8 Sep 2023,2.0,4.0,4.0,4.0,1.0,1.0,3.0
Process Associate,"Navi Mumbai, Maharashtra",Full Time,Finance Department,8 Sep 2023,3.0,2.0,2.0,2.0,3.0,2.0,3.0
Associate Manager,Pune,Full Time,Technology / IT Department,8 Sep 2023,4.0,4.0,4.0,4.0,2.0,4.0,4.0
Hardware Development Engineer,"Mumbai, Maharashtra",Full Time,Engineering Department,8 Sep 2023,4.0,5.0,4.0,3.0,4.0,5.0,2.0
Software Engineer,Bengaluru/Bangalore,Full Time,Software Development Department,8 Sep 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Professional 2,Pune,Full Time,IT Consulting Department,7 Sep 2023,5.0,5.0,5.0,5.0,5.0,4.0,4.0
Associate   (working remotely),,Full Time,HR Operations Department,7 Sep 2023,3.0,5.0,3.0,2.0,4.0,3.0,3.0
Senior Consultant,Bengaluru/Bangalore,Full Time,IT Network Department,7 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,3.0
Professional I-Engineer.,"Bengaluru/Bangalore, Karnataka",Full Time,Quality Assurance and Testing Department,7 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Analyst,"Navi Mumbai, Maharashtra",Full Time,HR Operations Department,7 Sep 2023,4.0,5.0,5.0,4.0,5.0,5.0,3.0
L1 Technician,"Kolkata, West Bengal",Full Time,Finance Department,7 Sep 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0
Senior Process Associate,"Noida, Uttar Pradesh",Full Time,Finance Department,7 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Analyst,"Hyderabad/Secunderabad, Telangana",Full Time,Data Science & Machine Learning Department,7 Sep 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Associate Consultant,Chennai,Full Time,Banking Operations Department,6 Sep 2023,5.0,4.0,5.0,3.0,5.0,5.0,3.0
Associate Consultant,"Kolkata, West Bengal",Full Time,Business Intelligence & Analytics Department,6 Sep 2023,4.0,5.0,4.0,3.0,5.0,4.0,3.0
Senior Analyst,"Hyderabad/Secunderabad, Telangana",Full Time,Software Development Department,6 Sep 2023,5.0,5.0,4.0,2.0,5.0,5.0,1.0
Senior Consultant,"Pune, Maharashtra",Full Time,Engineering Department,6 Sep 2023,4.0,4.0,3.0,4.0,3.0,3.0,2.0
Senior Service Now Developer,Hyderabad/Secunderabad,Full Time,IT Infrastructure Services Department,6 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,"Noida, Uttar Pradesh",Full Time,Back Office Department,7 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Associate,"Hyderabad/Secunderabad, Telangana",Full Time,Finance Department,6 Sep 2023,4.0,4.0,3.0,4.0,4.0,4.0,2.0
Associate Engineering Manager,"Gurgaon/Gurugram, Haryana",Full Time,Engineering Department,6 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
MFT Administrator,Bengaluru/Bangalore,Full Time,IT Network Department,6 Sep 2023,5.0,5.0,4.0,5.0,5.0,5.0,4.0
Process Associate,Bengaluru/Bangalore,Full Time,Finance Department,6 Sep 2023,5.0,5.0,4.0,3.0,4.0,5.0,3.0
Senior Consultant,"Pune, Maharashtra",Full Time,Business Intelligence & Analytics Department,6 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Software Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,6 Sep 2023,4.0,3.0,3.0,2.0,4.0,5.0,2.0
Analyst,Hyderabad/Secunderabad,Full Time,Software Development Department,6 Sep 2023,4.0,4.0,5.0,4.0,4.0,4.0,4.0
Software Engineer,"Pune, Maharashtra",Full Time,Quality Assurance and Testing Department,6 Sep 2023,2.0,2.0,3.0,3.0,3.0,3.0,2.0
Senior Software Engineer,"Pune, Maharashtra",Full Time,Business Intelligence & Analytics Department,6 Sep 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0
Senior Consultant,"Melbourne, Victoria",Full Time,IT Consulting Department,6 Sep 2023,3.0,4.0,4.0,4.0,4.0,2.0,4.0
Analyst,"Kolkata, West Bengal",Full Time,Software Development Department,6 Sep 2023,5.0,5.0,4.0,4.0,4.0,5.0,4.0
Engagement Manager,Pune,Full Time,Technology / IT Department,5 Sep 2023,3.0,3.0,4.0,1.0,4.0,3.0,2.0
Associate Professional,"Pune, Maharashtra",Full Time,Engineering Department,5 Sep 2023,4.0,4.0,3.0,2.0,3.0,4.0,4.0
Process Leader,"Chennai, Tamil Nadu",Full Time,SCM & Logistics Department,5 Sep 2023,4.0,4.0,4.0,3.0,5.0,5.0,2.0
Software Test Engineer Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,Quality Assurance and Testing Department,5 Sep 2023,4.0,5.0,5.0,4.0,4.0,5.0,4.0
Analyst,Mumbai,Full Time,Software Development Department,5 Sep 2023,4.0,4.0,4.0,3.0,3.0,4.0,3.0
Senior Associate,Bengaluru/Bangalore,Full Time,Finance Department,5 Sep 2023,3.0,1.0,3.0,3.0,3.0,4.0,2.0
Analyst,"Pune, Maharashtra",Full Time,Software Development Department,5 Sep 2023,4.0,5.0,4.0,4.0,4.0,4.0,4.0
Senior Analyst,"Pune, Maharashtra",Full Time,IT Security Department,4 Sep 2023,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Cloud Operations Engineer,Pune,Full Time,IT Infrastructure Services Department,4 Sep 2023,4.0,3.0,5.0,2.0,4.0,4.0,3.0
Professional 2,Hyderabad/Secunderabad,Full Time,Engineering Department,4 Sep 2023,5.0,5.0,5.0,5.0,4.0,5.0,5.0
Senior Software Engineer Tester,Pune,Full Time,Banking Operations Department,4 Sep 2023,4.0,4.0,4.0,3.0,5.0,4.0,2.0
Senior Data Scientist,"New York, New York",Full Time,Data Science & Machine Learning Department,4 Sep 2023,3.0,4.0,4.0,3.0,3.0,3.0,2.0
Senior Project Manager,"Chennai, Tamil Nadu",Full Time,DevOps Department,4 Sep 2023,5.0,5.0,5.0,4.0,4.0,5.0,4.0
Consultant,"Pune, Maharashtra",Full Time,Software Development Department,4 Sep 2023,4.0,4.0,3.0,4.0,4.0,4.0,3.0
Associate Consultant,"Bhubaneswar, Odisha",Full Time,Software Development Department,4 Sep 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0
Process Associate,"Chennai, Tamil Nadu",Full Time,Other Department,4 Sep 2023,5.0,4.0,5.0,4.0,5.0,5.0,4.0
Senior Software Engineer,"Navi Mumbai, Maharashtra",Full Time,Software Development Department,4 Sep 2023,4.0,4.0,4.0,2.0,5.0,3.0,2.0
Senior Software Analyst,"Bangalore Rural, Karnataka",Full Time,Software Development Department,4 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Mes Consultant,Pune,Full Time,Engineering Department,4 Sep 2023,4.0,4.0,4.0,3.0,4.0,5.0,2.0
Manager,"Gurgaon/Gurugram, Haryana",Full Time,Employee Relations Department,4 Sep 2023,5.0,5.0,5.0,2.0,5.0,3.0,3.0
Senior Analyst - Senior Software Developer,"Noida, Uttar Pradesh",Full Time,Software Development Department,4 Sep 2023,3.0,3.0,4.0,1.0,5.0,3.0,1.0
Software Engineer,"Hyderabad/Secunderabad, Telangana",Full Time,Software Development Department,4 Sep 2023,2.0,2.0,3.0,2.0,2.0,2.0,1.0
Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,General Insurance Department,4 Sep 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Consultant,Bengaluru/Bangalore,Full Time,Software Development Department,4 Sep 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0
Program Manager,"Chennai, Tamil Nadu",Full Time,Technology / IT Department,4 Sep 2023,4.0,4.0,3.0,4.0,3.0,4.0,3.0
Senior Professional Consultant,"Gurgaon/Gurugram, Haryana",Full Time,Engineering Department,4 Sep 2023,4.0,4.0,3.0,4.0,4.0,4.0,3.0
Senior Consultant,Pune,Full Time,Health Informatics Department,4 Sep 2023,3.0,3.0,3.0,4.0,4.0,3.0,3.0
Senior Software Engineer,Pune,Full Time,Software Development Department,4 Sep 2023,4.0,5.0,4.0,3.0,5.0,5.0,3.0
Analyst,"Mumbai, Maharashtra",Full Time,Other Department,4 Sep 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Analyst,Mumbai,Full Time,IT Support Department,4 Sep 2023,5.0,5.0,5.0,5.0,4.0,4.0,5.0
Project Manager,Hyderabad/Secunderabad,Full Time,Technology / IT Department,4 Sep 2023,4.0,3.0,3.0,4.0,3.0,3.0,3.0
Data Analyst,"Hyderabad/Secunderabad, Telangana",Full Time,Business Intelligence & Analytics Department,3 Sep 2023,4.0,4.0,5.0,4.0,4.0,3.0,3.0
Senior Analyst,"Pune, Maharashtra",Full Time,Business Intelligence & Analytics Department,3 Sep 2023,4.0,4.0,5.0,4.0,5.0,5.0,4.0
Associate Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,3 Sep 2023,4.0,4.0,5.0,2.0,4.0,4.0,3.0
Team Manager,"Pune, Maharashtra",Full Time,Banking Operations Department,3 Sep 2023,4.0,3.0,3.0,3.0,2.0,3.0,3.0
Performance Tester,Hyderabad/Secunderabad,Full Time,Performance testing  Department,3 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant   (working remotely),,Full Time,Software Development Department,3 Sep 2023,5.0,5.0,5.0,3.0,5.0,5.0,4.0
Software Engineer,Pune,Full Time,Software Development Department,3 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Project Manager,"Navi Mumbai, Maharashtra",Full Time,Technology / IT Department,3 Sep 2023,5.0,5.0,4.0,5.0,5.0,5.0,4.0
Senior Analyst,"Noida, Uttar Pradesh",Full Time,Technology / IT Department,3 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,"Whitefield, Divyashree Techno Park,kundhanalli",Full Time,Finance Department,3 Sep 2023,5.0,4.0,4.0,3.0,4.0,4.0,3.0
Analyst,"Navi Mumbai, Maharashtra",Full Time,Software Development Department,3 Sep 2023,3.0,5.0,5.0,5.0,3.0,4.0,1.0
Senior Process Associate,"Bangalore Rural, Karnataka",Full Time,Finance Department,3 Sep 2023,4.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Software Engineer,"Navi Mumbai, Maharashtra",Full Time,Health Informatics Department,3 Sep 2023,4.0,4.0,3.0,3.0,4.0,5.0,3.0
Senior Software Engineer,Pune,Full Time,Software Development Department,3 Sep 2023,4.0,4.0,4.0,3.0,3.0,4.0,3.0
Senior Software Engineer,Hyderabad/Secunderabad,Full Time,Banking Operations Department,3 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Software Engineer,Pune,Full Time,Software Development Department,3 Sep 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0
UI UX ( Pega Platform ) Designer,"Kolkata, West Bengal",Full Time,Service Delivery Department,3 Sep 2023,5.0,4.0,3.0,3.0,4.0,4.0,4.0
Sap Abap Consultant,Pune,Full Time,Software Development Department,3 Sep 2023,1.0,3.0,2.0,1.0,3.0,3.0,1.0
Software Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,3 Sep 2023,4.0,5.0,4.0,3.0,5.0,5.0,2.0
Associate Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,3 Sep 2023,4.0,4.0,4.0,3.0,2.0,4.0,1.0
Associate Consultant,"Kolkata, West Bengal",Full Time,Software Development Department,3 Sep 2023,3.0,4.0,4.0,2.0,5.0,4.0,2.0
Senior Associate,New Delhi,Full Time,Non Voice Department,3 Sep 2023,4.0,5.0,4.0,4.0,4.0,3.0,4.0
Operations Manager P2P,"Bengaluru/Bangalore, Karnataka",Full Time,Finance Department,3 Sep 2023,1.0,1.0,4.0,1.0,1.0,1.0,1.0
Team Manager,Bengaluru/Bangalore,Full Time,Audit & Control Department,2 Sep 2023,3.0,4.0,3.0,2.0,3.0,3.0,3.0
Sr.analyst,"Navi Mumbai, Maharashtra",Full Time,Banking Operations Department,2 Sep 2023,5.0,5.0,5.0,4.0,4.0,5.0,4.0
Senior Analyst,Bengaluru/Bangalore,Full Time,Data Science & Machine Learning Department,2 Sep 2023,3.0,4.0,5.0,4.0,3.0,3.0,3.0
Ai Consultant,Pune,Full Time,Technology / IT Department,2 Sep 2023,1.0,1.0,3.0,1.0,1.0,1.0,1.0
Associate Consultant,"Navi Mumbai, Maharashtra",Full Time,Hardware Department,2 Sep 2023,2.0,2.0,2.0,2.0,1.0,3.0,3.0
Consultant B2,Hyderabad/Secunderabad,Full Time,Quality Assurance and Testing Department,2 Sep 2023,4.0,4.0,4.0,3.0,4.0,5.0,3.0
Senior Associate,Bengaluru/Bangalore,Full Time,Accounting & Taxation Department,2 Sep 2023,2.0,1.0,3.0,2.0,3.0,1.0,2.0
Process Associate,"Karapakkam, Chennai",Full Time,SCM & Logistics Department,2 Sep 2023,2.0,1.0,3.0,3.0,1.0,3.0,1.0
Senior Consultant,Bengaluru/Bangalore,Full Time,Software Development Department,2 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,Finance Department,2 Sep 2023,5.0,4.0,5.0,4.0,5.0,4.0,4.0
Software Analyst,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,2 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
